n,max_v,max_w,ffv,onDuration,PosX0,PosY0,PosZ0,RotX0,RotY0,RotZ0,RotW0,ffX0,ffY0,ffZ0,ffX1,ffY1,ffZ1,pCheckX0,pCheckY0,pCheckZ0,pCheckX1,pCheckY1,pCheckZ1,rCheckX0,rCheckY0,rCheckZ0,rCheckW0,rCheckX1,rCheckY1,rCheckZ1,rCheckW1,distToFF0,distToFF1,rewarded,timeout,beginTime,checkTime0,checkTime1,endTime,checkWait,interWait
12,20,90,0,0.075,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-2.64554,0.00010,13.83848,-12.35683,0.00010,18.02958,2.43129,1.00000,7.73701,-8.65679,1.00000,27.71698,0.00000,0.29006,0.00000,0.95701,0.00000,-0.24919,0.00000,0.96845,0.9797237,1.471694,1,0,33.89159,34.83272,36.28085,36.28085,0.1974993,0.4328334
13,20,90,0,2.369781,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,2.71357,0.00010,6.79883,-7.26911,0.00010,28.20712,-0.31133,1.00000,11.95996,14.01687,1.00000,24.71273,0.00000,-0.02508,0.00000,0.99969,0.00000,0.81605,0.00000,0.57798,1.786147,6.962336,0,0,36.65849,37.76178,0.00000,39.02028,0.3466934,0.4434513
14,20,90,0,2.389267,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-1.29091,0.00010,13.45352,7.07313,0.00010,25.22130,-1.01499,1.00000,12.41721,2.35617,1.00000,22.51349,0.00000,-0.05460,0.00000,0.99851,0.00000,0.34097,0.00000,0.94008,1.872545,1.370694,1,0,39.39322,40.45432,41.20380,41.20381,0.1042541,0.5896951
15,20,90,0,0.075,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-1.08515,0.00010,14.28844,0.98579,0.00010,22.48396,-2.68534,1.00000,9.70715,10.02707,1.00000,27.94789,0.00000,-0.27049,0.00000,0.96272,0.00000,0.66467,0.00000,0.74713,1.474341,3.564595,1,0,41.7135,42.74001,44.22850,44.2285,0.2028536,0.4259218
16,20,90,0,1.791641,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-3.78865,0.00010,8.72920,9.24184,0.00010,31.42492,0.08835,1.00000,8.23970,14.69230,1.00000,29.52775,0.00000,0.02107,0.00000,0.99978,0.00000,0.36865,0.00000,0.92957,1.98689,1.728197,1,0,44.59761,45.43828,46.83342,46.83344,0.1493504,0.5398992
17,20,90,0,1.810593,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.37104,0.00010,9.75708,15.98568,0.00010,28.38152,1.16440,1.00000,9.93207,1.89306,1.00000,31.01611,0.00000,0.08535,0.00000,0.99635,0.00000,0.09487,0.00000,0.99549,3.341072,4.899371,1,0,47.29185,48.21986,49.35237,49.35237,0.1802741,0.5599514
18,20,90,0,0.075,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,4.02183,0.00010,11.66350,6.70584,0.00010,31.93319,-0.02577,1.00000,12.63807,2.68120,1.00000,28.88807,0.00000,0.03448,0.00000,0.99941,0.00000,0.23198,0.00000,0.97272,1.603555,2.296891,1,0,49.82269,50.90656,51.92767,51.92769,0.1440901,0.5082042
19,20,90,0,2.218048,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.64751,0.00010,14.09343,4.83743,0.00010,28.09664,1.93654,1.00000,9.75121,26.58743,1.00000,20.94452,0.00000,0.20609,0.00000,0.97853,0.00000,0.73994,0.00000,0.67267,1.330328,16.68767,0,0,52.36195,53.24915,0.00000,54.6814,0.1307655,0.5228101
20,20,90,0,2.235825,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,2.88825,0.00010,8.82168,10.33479,0.00010,24.73006,-0.00030,1.00000,16.97491,-5.79884,1.00000,28.99643,0.00000,-0.00109,0.00000,1.00000,0.00000,-0.30356,0.00000,0.95281,3.180477,1.638636,1,0,55.12518,56.28781,57.07681,57.07681,0.2639101,0.4838942
21,20,90,0,0.15,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,2.33482,0.00010,14.81560,-4.85855,0.00010,27.65442,-0.02053,1.00000,8.09084,-13.17371,1.00000,21.23116,0.00000,-0.01106,0.00000,0.99994,0.00000,-0.54366,0.00000,0.83930,2.528523,1.827559,1,0,57.50354,58.28291,59.33797,59.33797,0.3866617,0.5827733
22,20,90,0,2.079117,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.87917,0.00010,6.42215,-12.32123,0.00010,19.61461,-0.45616,1.00000,9.88860,9.52929,1.00000,33.70253,0.00000,-0.04704,0.00000,0.99889,0.00000,0.38798,0.00000,0.92167,3.228229,5.149892,1,0,59.83862,60.68970,62.03415,62.03415,0.1710788,0.4463464
23,20,90,0,2.104996,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-1.28289,0.00010,6.76802,5.25240,0.00010,30.83380,-0.70718,1.00000,11.02100,9.20408,1.00000,31.56775,0.00000,-0.06808,0.00000,0.99768,0.00000,0.34464,0.00000,0.93873,0.9428295,6.347293,1,0,62.41539,63.36827,64.61707,64.61707,0.3599065,0.4171408
24,20,90,0,0.075,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-0.10926,0.00010,11.74999,5.30394,0.00010,26.56005,-2.51032,1.00000,9.23617,12.03857,1.00000,29.08851,0.00000,-0.27190,0.00000,0.96232,0.00000,0.71971,0.00000,0.69427,1.305323,4.282712,1,0,64.97774,65.90099,67.46817,67.46817,0.1385493,0.5147876
25,20,90,0,1.93306,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-2.52809,0.00010,7.93097,11.40251,0.00010,24.85330,-2.38762,1.00000,11.91936,-0.30587,1.00000,30.68052,0.00000,-0.18490,0.00000,0.98276,0.00000,0.39928,0.00000,0.91683,0.869503,0.9760429,1,0,67.89801,68.81650,69.97278,69.97278,0.1399014,0.4869738
26,20,90,0,1.95163,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-1.70206,0.00010,12.45418,-0.49987,0.00010,29.72395,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000,6.651513,21.30966,0,0,70.39192,0.00000,0.00000,71.17725,0.2194631,0.4141116
27,20,90,0,1.815857,-1.22158700,1.00000000,4.95689500,0.00000000,-0.22528230,0.00000000,0.97429360,6.61661,0.00010,9.66694,-8.57260,0.00010,27.30863,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000,16.377,31.32972,0,0,71.53365,0.00000,0.00000,75.26411,0.2013323,0.4109316
28,20,90,0,1.834427,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-12.19267,0.00010,12.27658,2.48702,0.00010,32.04152,0.09945,1.00000,15.53828,-10.22362,1.00000,29.86668,0.00000,0.00373,0.00000,0.99999,0.00000,-0.50479,0.00000,0.86324,3.066045,2.509014,1,0,75.61833,76.90590,77.87190,77.8719,0.1276825,0.5187998
29,20,90,0,0.15,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,2.95324,0.00010,14.41734,-11.21987,0.00010,27.56393,3.38099,1.00000,10.97211,11.03561,1.00000,32.04254,0.00000,0.31224,0.00000,0.95000,0.00000,0.12835,0.00000,0.99173,1.099478,1.16497,1,0,78.32155,79.36299,80.54814,80.54814,0.1319525,0.5865425
30,20,90,0,0.075,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,2.94420,0.00010,9.96312,11.68242,0.00010,31.07363,1.29017,1.00000,9.76802,-16.32807,1.00000,23.49639,0.00000,0.13327,0.00000,0.99108,0.00000,-0.77911,0.00000,0.62689,2.99968,4.625708,1,0,81.05104,81.94682,83.32137,83.32137,0.2425319,0.4384421
31,20,90,0,0.15,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.99381,0.00010,12.68400,-12.69081,0.00010,20.63850,0.01846,1.00000,13.08071,-20.29649,1.00000,33.20935,0.00000,0.00217,0.00000,1.00000,0.00000,-0.71770,0.00000,0.69635,2.759181,7.914364,0,0,83.69576,84.75325,0.00000,86.31578,0.14169,0.5054812
32,20,90,0,0.15,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,2.67878,0.00010,13.81266,-12.42822,0.00010,32.35645,3.70569,1.00000,12.45671,-10.14956,1.00000,30.12769,0.00000,0.24874,0.00000,0.96857,0.00000,-0.76297,0.00000,0.64643,0.9051668,4.985797,1,0,86.73918,87.78645,89.15157,89.1516,0.1165039,0.475533
33,20,90,0,0.075,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,4.44510,0.00010,12.97883,-7.75930,0.00010,25.75221,0.42358,1.00000,12.43223,-17.20021,1.00000,25.94412,0.00000,0.02916,0.00000,0.99957,0.00000,-0.80174,0.00000,0.59768,2.54145,8.22659,0,0,89.56215,90.64372,0.00000,91.93056,0.3365281,0.5221879
34,20,90,0,0.075,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.52580,0.00010,14.72223,-8.97399,0.00010,25.86620,-0.01537,1.00000,10.53245,-6.13815,1.00000,37.11229,0.00000,-0.00916,0.00000,0.99996,0.00000,-0.03118,0.00000,0.99951,3.593331,4.515382,1,0,92.37801,93.29991,94.69136,94.69139,0.1963874,0.4701937
35,20,90,0,2.234863,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-3.20022,0.00010,12.19641,-8.70744,0.00010,33.39915,1.67782,1.00000,10.38373,20.60274,1.00000,27.32847,0.00000,0.15368,0.00000,0.98812,0.00000,0.49823,0.00000,0.86705,2.578127,9.357188,0,0,95.08376,96.01823,0.00000,97.36696,0.1528462,0.5465831
36,20,90,0,2.253571,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,2.27363,0.00010,12.89207,11.94211,0.00010,30.87113,0.00000,1.00000,8.98710,-1.09402,1.00000,28.25987,0.00000,0.00000,0.00000,1.00000,0.00000,-0.04028,0.00000,0.99919,0.9975241,1.411207,1,0,97.82463,98.58751,99.61989,99.61989,0.1405264,0.5024956
37,20,90,0,2.208191,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-0.99636,0.00010,8.93897,-0.74761,0.00010,26.89184,0.59325,1.00000,8.75636,-21.73485,1.00000,18.31766,0.00000,0.06572,0.00000,0.99784,0.00000,-0.92559,0.00000,0.37852,3.451252,8.487525,0,0,100.0503,100.96390,0.00000,102.5701,0.1170031,0.4322614
38,20,90,0,2.226593,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,3.72909,0.00010,10.19775,-17.01476,0.00010,25.37166,0.12637,1.00000,11.63121,15.78268,1.00000,32.63015,0.00000,0.01287,0.00000,0.99992,0.00000,0.44571,0.00000,0.89518,1.61547,8.527776,0,0,102.9373,103.92920,0.00000,105.284,0.1378071,0.4477117
39,20,90,0,0.15,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.38452,0.00010,12.64452,7.30249,0.00010,33.52974,0.00000,1.00000,10.26855,-11.99618,1.00000,21.62952,0.00000,0.00000,0.00000,1.00000,0.00000,-0.70100,0.00000,0.71316,3.792134,4.181563,1,0,105.6585,106.53500,107.58490,107.5849,0.12952,0.5751196
40,20,90,0,0.075,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,2.08439,0.00010,13.43645,-7.81479,0.00010,21.59154,-3.84850,1.00000,9.65449,-16.21739,1.00000,26.57814,0.00000,-0.39265,0.00000,0.91969,0.00000,-0.19342,0.00000,0.98112,2.414739,11.04963,0,0,108.0656,108.97110,0.00000,110.1051,0.2628639,0.4778129
41,20,90,0,2.393707,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-5.52935,0.00010,7.92078,-7.25869,0.00010,20.11006,5.68553,1.00000,12.34033,11.11390,1.00000,30.05370,0.00000,0.43320,0.00000,0.90130,0.00000,-0.07834,0.00000,0.99693,0.9314697,2.121389,1,0,110.5111,111.59850,112.60530,112.6053,0.1078693,0.4689982
42,20,90,0,2.412415,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,6.54384,0.00010,11.97846,12.54823,0.00010,31.61671,-5.13428,1.00000,13.02914,-5.87999,1.00000,29.07352,0.00000,-0.34371,0.00000,0.93907,0.00000,0.34597,0.00000,0.93825,2.727075,8.077247,0,0,112.9983,114.11910,0.00000,115.1267,0.2823174,0.5860958
43,20,90,0,0.15,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-2.51480,0.00010,13.78760,-1.89087,0.00010,22.05008,-4.04976,1.00000,12.76275,7.55888,1.00000,28.02956,0.00000,-0.39050,0.00000,0.92060,0.00000,0.75072,0.00000,0.66063,2.006128,3.675899,1,0,115.6249,116.79890,118.45770,118.4578,0.15331,0.470894
44,20,90,0,0.075,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-5.98086,0.00010,12.21924,4.25427,0.00010,26.41965,-3.03634,1.00000,10.42155,-13.01240,1.00000,21.62158,0.00000,-0.28549,0.00000,0.95838,0.00000,-0.34406,0.00000,0.93895,2.925342,3.5575,1,0,118.8549,119.80130,120.75590,120.7559,0.2074465,0.4772668
45,20,90,0,0.075,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-1.94764,0.00010,13.13675,-10.28551,0.00010,23.90630,-1.52422,1.00000,11.64117,-6.37116,1.00000,32.63238,0.00000,-0.13069,0.00000,0.99142,0.00000,-0.09637,0.00000,0.99535,2.786451,1.888916,1,0,121.1685,122.14450,123.28030,123.2803,0.2509645,0.4260722
46,20,90,0,1.768219,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.04572,0.00010,10.56426,-4.98990,0.00010,33.92083,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000,28.13124,8.531398,0,0,123.6558,0.00000,0.00000,125.9623,0.162674,0.5224793
