n,max_v,max_w,ffv,onDuration,PosX0,PosY0,PosZ0,RotX0,RotY0,RotZ0,RotW0,ffX0,ffY0,ffZ0,ffX1,ffY1,ffZ1,pCheckX0,pCheckY0,pCheckZ0,pCheckX1,pCheckY1,pCheckZ1,rCheckX0,rCheckY0,rCheckZ0,rCheckW0,rCheckX1,rCheckY1,rCheckZ1,rCheckW1,distToFF0,distToFF1,rewarded,timeout,beginTime,checkTime0,checkTime1,endTime,checkWait,interWait
12,20,90,0,0.075,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-2.18937,0.00010,10.68749,-14.78894,0.00010,29.33982,-2.64472,1.00000,10.29756,-14.95253,1.00000,28.53827,0.00000,-0.26308,0.00000,0.96477,0.00000,-0.29481,0.00000,0.95556,0.5994923,0.8180785,1,0,73.07807,74.64417,77.23183,77.23183,0.1743996,0.4331663
13,20,90,0,4.118181,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-1.44468,0.00010,8.41300,3.75392,0.00010,30.81062,-1.23635,1.00000,7.55013,4.39338,1.00000,28.52471,0.00000,-0.13652,0.00000,0.99064,0.00000,0.09243,0.00000,0.99572,0.8876668,2.373661,1,0,77.85546,79.33083,82.28794,82.28796,0.3566276,0.5523179
14,20,90,0,4.153763,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-2.98877,0.00010,9.92412,-6.83112,0.00010,19.18962,-3.40682,1.00000,10.14134,-12.33206,1.00000,27.71038,0.00000,-0.35943,0.00000,0.93317,0.00000,-0.28625,0.00000,0.95816,0.4711154,10.14217,0,0,83.12753,84.48430,0.00000,86.9386,0.1152852,0.575196
15,20,90,0,0.15,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-4.89363,0.00010,11.61322,-0.73294,0.00010,36.75105,-6.93155,1.00000,11.55227,-7.54753,1.00000,33.21289,0.00000,-0.41986,0.00000,0.90759,0.00000,-0.10102,0.00000,0.99488,2.038835,7.678357,0,0,87.75415,89.51649,0.00000,92.30341,0.178745,0.4179581
16,20,90,0,0.15,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-0.80182,0.00010,5.45001,-7.36846,0.00010,31.25682,-0.94619,1.00000,6.32914,-7.05550,1.00000,30.82519,0.00000,-0.15290,0.00000,0.98824,0.00000,-0.11854,0.00000,0.99295,0.8909087,0.5331492,1,0,92.91076,93.97984,96.60176,96.60177,0.1571184,0.4953675
17,20,90,0,0.075,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-2.60014,0.00010,10.70694,-9.01823,0.00010,37.74385,-3.22211,1.00000,10.95147,-7.20813,1.00000,35.17135,0.00000,-0.18753,0.00000,0.98226,0.00000,-0.23484,0.00000,0.97203,0.668313,3.1455,1,0,97.38483,99.24370,102.10180,102.1018,0.263822,0.421214
18,20,90,0,3.667482,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,5.20484,0.00010,9.13963,7.70164,0.00010,37.72779,5.72887,1.00000,9.07487,12.01659,1.00000,42.58488,0.00000,0.44061,0.00000,0.89770,0.00000,0.11444,0.00000,0.99343,0.5280154,6.496929,1,0,102.7888,104.96980,109.14670,109.1467,0.1404919,0.460165
19,20,90,0,3.69101,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.68446,0.00010,6.16169,-11.77617,0.00010,33.02706,0.74823,1.00000,5.49104,-12.44511,1.00000,32.65696,0.00000,0.12865,0.00000,0.99169,0.00000,-0.22186,0.00000,0.97508,1.151642,0.7644951,1,0,109.7949,111.23910,114.67970,114.6797,0.2070867,0.4775605
20,20,90,0,0.15,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,4.26347,0.00010,10.59454,-5.14585,0.00010,16.57085,5.25135,1.00000,11.33780,4.60801,1.00000,18.01877,0.00000,0.29679,0.00000,0.95494,0.00000,-0.38324,0.00000,0.92365,1.236261,9.860743,0,0,115.4098,117.59110,0.00000,119.4236,0.1279674,0.4380091
21,20,90,0,0.15,-0.21573980,1.00000000,5.18583700,0.00000000,-0.05186718,0.00000000,0.99865410,-0.06004,0.00010,19.92730,1.41923,0.00010,42.25871,2.03956,1.00000,22.79352,12.12723,1.00000,58.24387,0.00000,0.15796,0.00000,0.98745,0.00000,0.06961,0.00000,0.99757,3.552962,19.24023,0,0,120.0747,122.95550,0.00000,126.3686,0.1826266,0.5738263
22,20,90,0,0.075,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-1.15366,0.00010,8.93959,-10.43165,0.00010,24.75477,-0.99049,1.00000,7.71740,-10.93842,1.00000,25.60553,0.00000,-0.12852,0.00000,0.99171,0.00000,-0.24301,0.00000,0.97002,1.233033,0.9902595,1,0,127.2122,128.57510,130.99630,130.9963,0.1899571,0.4353684
23,20,90,0,0.15,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.80643,0.00010,13.54238,-12.04080,0.00010,22.90355,0.40744,1.00000,17.63296,-14.14743,1.00000,24.54565,0.00000,-0.07490,0.00000,0.99719,0.00000,-0.84633,0.00000,0.53266,4.109997,2.671032,1,0,131.621,133.67740,135.81640,135.8164,0.2966762,0.5370032
24,20,90,0,0.075,0.00935466,1.00000000,0.87452330,0.00000000,0.00899519,0.00000000,0.99995960,4.44898,0.00010,9.24239,-6.71111,0.00010,22.43341,5.05435,1.00000,9.00530,-4.89267,1.00000,23.32173,0.00000,0.41398,0.00000,0.91029,0.00000,-0.47553,0.00000,0.87970,0.6501482,2.023816,1,0,136.594,138.50370,141.62460,141.6246,0.2083857,0.4512266
25,20,90,0,3.7437,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-5.84027,0.00010,11.96079,5.13780,0.00010,29.99962,-6.29956,1.00000,9.36556,0.58166,1.00000,40.73632,0.00000,-0.38384,0.00000,0.92340,0.00000,0.04922,0.00000,0.99879,2.635558,11.66341,0,0,142.2361,144.26260,0.00000,147.7345,0.1451567,0.5199074
26,20,90,0,3.784096,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.37089,0.00010,6.24027,2.15712,0.00010,28.45152,0.05148,1.00000,4.97922,4.92865,1.00000,36.59607,0.00000,0.01305,0.00000,0.99991,0.00000,0.08228,0.00000,0.99661,1.300871,8.603193,0,0,148.2873,149.38920,0.00000,152.1304,0.1277876,0.5913513
27,20,90,0,0.075,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,6.87789,0.00010,13.20676,-16.39185,0.00010,31.67415,7.98591,1.00000,12.79841,-11.71519,1.00000,30.21762,0.00000,0.39908,0.00000,0.91692,0.00000,-0.48777,0.00000,0.87297,1.180869,4.898227,1,0,152.7467,155.04360,158.74260,158.7426,0.3986886,0.4461497
28,20,90,0,0.075,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,4.39919,0.00010,13.11614,-14.50200,0.00010,36.76109,5.92085,1.00000,15.81747,-20.33097,1.00000,30.14035,0.00000,0.12781,0.00000,0.99180,0.00000,-0.46535,0.00000,0.88512,3.10042,8.821054,0,0,159.2163,161.66920,0.00000,165.3181,0.1011413,0.4594223
29,20,90,0,0.075,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-6.15339,0.00010,12.79225,-8.37194,0.00010,28.10332,-5.93815,1.00000,12.33503,-8.28937,1.00000,27.45145,0.00000,-0.15229,0.00000,0.98834,0.00000,-0.06613,0.00000,0.99781,0.5053462,0.6570841,1,0,165.8089,168.39920,169.90800,169.908,0.1406475,0.4121081
30,20,90,0,0.075,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,4.06119,0.00010,7.78028,14.90155,0.00010,31.45723,5.59789,1.00000,7.44971,19.50041,1.00000,31.73211,0.00000,0.44217,0.00000,0.89693,0.00000,0.25553,0.00000,0.96680,1.57186,4.607073,1,0,170.5668,172.52590,175.25820,175.2582,0.1948447,0.4674092
31,20,90,0,0.075,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.22150,0.00010,10.35068,6.23484,0.00010,34.54598,0.00000,1.00000,9.82921,9.39466,1.00000,40.35215,0.00000,0.00000,0.00000,1.00000,0.00000,0.11575,0.00000,0.99328,0.5665602,6.610301,0,0,175.7457,177.19560,0.00000,180.0406,0.2512722,0.538621
32,20,90,0,0.15,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.33672,0.00010,13.91275,17.11810,0.00010,34.34916,2.42248,1.00000,13.35405,23.22982,1.00000,27.45833,0.00000,0.16411,0.00000,0.98644,0.00000,0.41434,0.00000,0.91012,1.221073,9.210677,0,0,180.6052,182.17580,0.00000,184.2846,0.139736,0.5969158
33,20,90,0,4.077387,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.06735,0.00010,14.33628,-8.27329,0.00010,35.77384,0.56372,1.00000,13.72633,-9.11497,1.00000,28.19431,0.00000,0.02341,0.00000,0.99973,0.00000,-0.34153,0.00000,0.93987,0.7910018,7.626115,0,0,184.9108,186.79680,0.00000,189.1349,0.127547,0.5572885
34,20,90,0,4.099075,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-2.16312,0.00010,12.48028,-11.75691,0.00010,34.70257,-2.73087,1.00000,11.10516,-9.00974,1.00000,25.35358,0.00000,-0.22733,0.00000,0.97382,0.00000,-0.17624,0.00000,0.98435,1.487714,9.74426,0,0,189.8913,191.45570,0.00000,193.5118,0.235592,0.5144978
35,20,90,0,0.075,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-1.15976,0.00010,12.98168,-7.98023,0.00010,29.82090,-0.74931,1.00000,10.83916,-7.34977,1.00000,26.96343,0.00000,-0.13561,0.00000,0.99076,0.00000,-0.25139,0.00000,0.96789,2.181481,2.926192,1,0,194.148,195.81010,197.86270,197.8627,0.2692199,0.572844
36,20,90,0,0.075,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-3.72628,0.00010,11.51430,-12.12650,0.00010,31.09853,-3.24843,1.00000,9.32930,-12.69106,1.00000,25.57762,0.00000,-0.29761,0.00000,0.95469,0.00000,-0.22631,0.00000,0.97406,2.236644,5.549699,1,0,198.7152,200.36440,202.84510,202.8451,0.2583871,0.4732164
37,20,90,0,0.075,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-7.13599,0.00010,12.46758,3.81458,0.00010,32.64875,-6.75885,1.00000,9.43740,1.25304,1.00000,35.20050,0.00000,-0.41849,0.00000,0.90822,0.00000,0.00679,0.00000,0.99998,3.053553,3.615644,1,0,203.3742,205.55170,208.81630,208.8163,0.1881748,0.4834847
38,20,90,0,0.075,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.73745,0.00010,14.01729,-16.71272,0.00010,34.60019,1.93497,1.00000,13.42613,-13.24294,1.00000,25.52259,0.00000,0.06484,0.00000,0.99790,0.00000,-0.56223,0.00000,0.82698,0.6232834,9.718134,0,0,209.5452,211.17110,0.00000,214.1619,0.1779071,0.4250062
39,20,90,0,0.15,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.43847,0.00010,10.60189,-7.48040,0.00010,26.61023,0.90733,1.00000,12.09420,-9.18796,1.00000,22.93991,0.00000,0.06112,0.00000,0.99813,0.00000,-0.51377,0.00000,0.85793,1.584017,4.048084,1,0,214.802,216.29720,218.24850,218.2485,0.1332744,0.4998985
40,20,90,0,0.075,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-0.64896,0.00010,10.81625,4.95257,0.00010,24.10783,0.01818,1.00000,9.69365,6.64688,1.00000,19.41185,0.00000,0.00344,0.00000,0.99999,0.00000,0.41167,0.00000,0.91133,1.305884,4.992283,1,0,218.7948,220.21170,221.74110,221.7411,0.1501258,0.4278717
41,20,90,0,0.075,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-3.47160,0.00010,6.54485,9.77029,0.00010,35.49211,-1.78854,1.00000,4.87805,5.73733,1.00000,27.23703,0.00000,-0.31352,0.00000,0.94958,0.00000,0.14469,0.00000,0.98948,2.368736,9.187544,0,0,222.3431,223.72020,0.00000,226.0718,0.390507,0.4540111
42,20,90,0,0.15,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-0.85081,0.00010,12.31166,5.93571,0.00010,26.67256,-0.13359,1.00000,12.41591,9.94549,1.00000,26.96941,0.00000,-0.00751,0.00000,0.99997,0.00000,0.28559,0.00000,0.95835,0.7247574,4.020757,1,0,226.5733,227.92960,229.73550,229.7355,0.2178425,0.5107351
43,20,90,0,0.15,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.75869,0.00010,12.01590,-5.11739,0.00010,37.20924,1.68617,1.00000,12.15170,-5.84793,1.00000,29.05075,0.00000,0.13230,0.00000,0.99121,0.00000,-0.20501,0.00000,0.97876,0.1539489,8.191126,0,0,230.4949,231.86290,0.00000,233.6607,0.1727992,0.51695
44,20,90,0,0.075,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-3.58852,0.00010,9.03848,1.03148,0.00010,29.18747,-3.35000,1.00000,8.45638,0.89954,1.00000,27.58070,0.00000,-0.35420,0.00000,0.93517,0.00000,0.11296,0.00000,0.99360,0.6290722,1.612178,1,0,234.3725,235.74810,237.86930,237.8693,0.1387527,0.5701889
45,20,90,0,0.075,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.99574,0.00010,13.90434,-4.08156,0.00010,28.83245,0.35005,1.00000,12.97334,-3.29212,1.00000,29.01736,0.00000,0.01692,0.00000,0.99986,0.00000,-0.13545,0.00000,0.99078,1.132997,0.8108016,1,0,238.5817,239.93580,241.64600,241.646,0.2329374,0.5779963
46,20,90,0,0.075,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-1.20448,0.00010,7.70476,-10.36881,0.00010,33.28851,-1.50189,1.00000,8.05250,-9.54846,1.00000,33.49608,0.00000,-0.21453,0.00000,0.97672,0.00000,-0.12575,0.00000,0.99206,0.4575739,0.8462006,1,0,242.4489,243.65840,245.92220,245.9222,0.3814405,0.5426238
47,20,90,0,0.075,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-0.41672,0.00010,12.25760,7.24416,0.00010,36.21557,0.00000,1.00000,13.54652,13.73008,1.00000,44.93118,0.00000,0.00000,0.00000,1.00000,0.00000,0.23138,0.00000,0.97286,1.354606,10.86411,0,0,246.6936,248.10930,0.00000,250.8863,0.1652397,0.5391701
48,20,90,0,0.15,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-5.63032,0.00010,13.47344,-19.35347,0.00010,33.94449,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000,14.60254,39.0741,0,1,251.6075,0.00000,0.00000,257.6137,0.1087957,0.4772331
49,20,90,0,0.075,0.02958774,1.00000000,1.10112900,0.00000000,0.04552628,0.00000000,0.99896320,-4.15277,0.00010,11.41133,-14.99605,0.00010,33.65909,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000,11.1262,35.85792,0,1,258.1937,0.00000,0.00000,264.4099,0.2213921,0.434199
50,20,90,0,3.02804,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-0.32946,0.00010,14.40955,-17.18067,0.00010,34.87958,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000,14.41331,38.88136,0,1,264.8841,0.00000,0.00000,271.2433,0.3674136,0.5953466
51,20,90,0,3.064301,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,4.09093,0.00010,8.22120,14.93002,0.00010,30.88765,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000,9.182806,34.30674,0,1,271.8866,0.00000,0.00000,277.7979,0.3206162,0.4759338
52,20,90,0,3.432917,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-4.44118,0.00010,7.93140,9.49885,0.00010,23.75518,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000,9.090164,25.58392,0,1,278.539,0.00000,0.00000,284.6549,0.3359432,0.4896269
