n,max_v,max_w,ffv,onDuration,PosX0,PosY0,PosZ0,RotX0,RotY0,RotZ0,RotW0,ffX0,ffY0,ffZ0,ffX1,ffY1,ffZ1,pCheckX0,pCheckY0,pCheckZ0,pCheckX1,pCheckY1,pCheckZ1,rCheckX0,rCheckY0,rCheckZ0,rCheckW0,rCheckX1,rCheckY1,rCheckZ1,rCheckW1,distToFF0,distToFF1,rewarded,timeout,beginTime,checkTime0,checkTime1,endTime,checkWait,interWait
31,20,90,0,0.15,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,5.67305,0.00010,10.97012,-3.33555,0.00010,29.13485,2.39240,1.00000,9.45536,0.70558,1.00000,24.23163,0.00000,0.24998,0.00000,0.96825,0.00000,-0.35274,0.00000,0.93572,2.243266,5.471024,1,0,107.5938,108.83350,110.28020,110.2802,0.1086296,0.587293
32,20,90,0,2.770108,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,3.53062,0.00010,11.38842,0.76538,0.00010,29.70232,-1.64968,1.00000,6.91797,5.11023,1.00000,23.53558,0.00000,-0.22946,0.00000,0.97332,0.00000,0.57916,0.00000,0.81521,2.318984,4.684482,1,0,111.1163,112.20450,113.99280,113.9928,0.1574421,0.5810995
33,20,90,0,2.803757,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-3.33242,0.00010,8.51361,7.25830,0.00010,19.37263,3.01242,1.00000,9.43459,-8.40753,1.00000,29.21571,0.00000,0.28191,0.00000,0.95944,0.00000,-0.47846,0.00000,0.87811,2.86172,4.254216,1,0,114.8188,116.13580,118.36160,118.3616,0.1653868,0.5233071
34,20,90,0,0.15,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,5.36707,0.00010,11.06096,-11.49850,0.00010,32.13876,-1.96618,1.00000,11.43237,-7.37827,1.00000,22.80289,0.00000,-0.21148,0.00000,0.97738,0.00000,-0.24467,0.00000,0.96961,2.576398,2.194485,1,0,119.1392,120.53930,121.83680,121.8368,0.2705505,0.4321879
35,20,90,0,0.15,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-4.10011,0.00010,12.87603,-9.53585,0.00010,23.20365,3.01661,1.00000,11.69607,5.84662,1.00000,23.45980,0.00000,0.25006,0.00000,0.96823,0.00000,-0.05011,0.00000,0.99874,0.8811335,4.897603,1,0,122.4784,123.89300,125.07610,125.0761,0.1015957,0.4508943
36,20,90,0,2.209119,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,3.85882,0.00010,11.95506,2.33034,0.00010,26.86895,1.67864,1.00000,8.23081,6.12268,1.00000,18.23823,0.00000,0.20744,0.00000,0.97825,0.00000,0.20744,0.00000,0.97825,2.326801,12.47107,0,0,125.7305,126.88330,0.00000,127.9334,0.1730116,0.4863131
37,20,90,0,2.241241,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,3.66308,0.00010,9.44571,9.41453,0.00010,30.26700,1.17417,1.00000,8.15671,-6.25451,1.00000,23.16145,0.00000,0.14445,0.00000,0.98951,0.00000,-0.55771,0.00000,0.83004,3.908095,7.438663,0,0,128.6457,129.76400,0.00000,131.4001,0.234078,0.4520512
38,20,90,0,0.075,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,4.21798,0.00010,10.60792,-9.05263,0.00010,30.05378,0.48854,1.00000,5.68614,-9.42010,1.00000,22.65501,0.00000,0.08384,0.00000,0.99648,0.00000,-0.44172,0.00000,0.89715,2.677255,8.288733,0,0,132.0561,132.98180,0.00000,134.7463,0.1111543,0.4475027
39,20,90,0,0.075,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.78082,0.00010,8.03086,-10.86798,0.00010,30.81630,-0.45324,1.00000,8.68634,6.94959,1.00000,17.78936,0.00000,-0.04348,0.00000,0.99905,0.00000,0.59148,0.00000,0.80632,2.804891,2.022015,1,0,135.3966,136.62380,138.24510,138.2451,0.330101,0.5372016
40,20,90,0,0.075,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-2.22646,0.00010,10.85961,8.52359,0.00010,16.52008,2.00694,1.00000,7.00281,4.81612,1.00000,20.56081,0.00000,0.30512,0.00000,0.95231,0.00000,-0.10541,0.00000,0.99443,3.629595,7.845238,0,0,139.0479,140.25320,0.00000,141.666,0.2525931,0.4465602
41,20,90,0,0.075,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,5.16573,0.00010,8.79055,4.52761,0.00010,28.40074,1.79376,1.00000,8.28937,-6.29897,1.00000,21.09024,0.00000,0.22381,0.00000,0.97463,0.00000,-0.57534,0.00000,0.81791,2.725969,5.17702,1,0,142.3147,143.56380,145.45280,145.4528,0.2622911,0.5812315
42,20,90,0,0.15,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,3.98602,0.00010,9.90953,-10.65131,0.00010,23.89356,1.03982,1.00000,6.97515,1.37038,1.00000,15.00858,0.00000,0.16571,0.00000,0.98617,0.00000,-0.10781,0.00000,0.99417,5.621455,4.248108,1,0,146.2904,147.34890,148.38720,148.3872,0.3338653,0.5094134
43,20,90,0,3.509931,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,3.57797,0.00010,11.99098,0.03036,0.00010,19.03981,0.92325,1.00000,6.18385,6.99536,1.00000,18.14046,0.00000,0.14839,0.00000,0.98893,0.00000,0.31308,0.00000,0.94973,2.116538,10.00501,0,0,149.1739,150.22650,0.00000,151.5825,0.1032026,0.4432246
44,20,90,0,3.542824,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.98757,0.00010,8.01332,10.41436,0.00010,27.54315,-2.83254,1.00000,8.44059,-7.85295,1.00000,17.40366,0.00000,-0.31728,0.00000,0.94833,0.00000,-0.20611,0.00000,0.97853,5.205882,10.37639,0,0,152.223,153.49780,0.00000,154.5133,0.2796981,0.5220501
45,20,90,0,2.6517,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-6.38121,0.00010,12.24955,-13.70933,0.00010,25.96941,3.65489,1.00000,8.99560,8.24425,1.00000,19.86110,0.00000,0.38624,0.00000,0.92240,0.00000,0.00174,0.00000,1.00000,5.170297,8.976122,0,0,155.2943,156.60110,0.00000,157.8291,0.1752526,0.4280828
46,20,90,0,2.697594,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,7.46788,0.00010,12.48746,5.35992,0.00010,28.36118,1.71091,1.00000,10.25690,-7.73907,1.00000,22.35326,0.00000,0.17499,0.00000,0.98457,0.00000,-0.66831,0.00000,0.74388,4.269219,5.525028,1,0,158.4454,159.77880,161.75420,161.7542,0.2778526,0.5237976
47,20,90,0,0.075,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,4.57231,0.00010,13.42528,-12.70232,0.00010,19.92589,1.25865,1.00000,12.58770,7.21773,1.00000,24.92811,0.00000,0.08124,0.00000,0.99669,0.00000,0.38560,0.00000,0.92266,2.33288,7.127479,0,0,162.5074,164.01930,0.00000,165.3926,0.2559681,0.4132115
48,20,90,0,0.075,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.48562,0.00010,14.78878,9.97874,0.00010,31.49909,-0.14777,1.00000,6.02206,-15.54357,1.00000,19.30280,0.00000,-0.03198,0.00000,0.99949,0.00000,-0.67401,0.00000,0.73872,3.836462,7.579956,0,0,165.9907,166.99550,0.00000,168.9071,0.1280882,0.5933759
49,20,90,0,0.15,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-0.45647,0.00010,9.84608,-17.01105,0.00010,26.73935,-0.25150,1.00000,10.65648,2.66672,1.00000,28.30337,0.00000,-0.02044,0.00000,0.99979,0.00000,0.14991,0.00000,0.98870,3.461202,1.367256,1,0,169.7604,171.07330,172.78530,172.7853,0.1968749,0.5736495
50,20,90,0,0.075,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-0.80658,0.00010,14.07288,1.31582,0.00010,28.51418,2.39242,1.00000,11.53977,1.29493,1.00000,24.80715,0.00000,0.20523,0.00000,0.97871,0.00000,-0.25804,0.00000,0.96613,2.287397,2.596575,1,0,173.5984,175.04750,176.30620,176.3062,0.3609054,0.5711549
51,20,90,0,2.816403,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,3.99504,0.00010,13.17189,-0.34526,0.00010,26.82010,-3.45638,1.00000,9.99367,8.39207,1.00000,27.53723,0.00000,-0.30866,0.00000,0.95117,0.00000,0.74386,0.00000,0.66834,2.852207,1.691755,1,0,177.1385,178.51450,180.89080,180.8908,0.225158,0.4409668
52,20,90,0,2.848557,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-5.33699,0.00010,12.13806,10.07160,0.00010,27.33420,-3.36875,1.00000,11.91877,-16.85151,1.00000,28.71027,0.00000,-0.29899,0.00000,0.95426,0.00000,-0.33855,0.00000,0.94095,0.6610538,0.9405977,1,0,181.5391,183.03810,184.90590,184.906,0.2412579,0.5576173
53,20,90,0,0.15,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-3.67000,0.00010,12.50719,-15.92376,0.00010,28.86521,-2.81052,1.00000,11.00098,-2.59372,1.00000,24.50565,0.00000,-0.22262,0.00000,0.97491,0.00000,0.25952,0.00000,0.96574,1.62656,4.737602,1,0,185.7272,187.05440,188.31050,188.3105,0.2869441,0.5111171
54,20,90,0,0.15,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-4.42039,0.00010,10.76861,-1.89403,0.00010,19.82000,-2.80189,1.00000,12.12669,8.23719,1.00000,27.90788,0.00000,-0.20717,0.00000,0.97831,0.00000,0.69853,0.00000,0.71558,2.438341,0.7978464,1,0,189.0452,190.49350,192.64840,192.6484,0.2346869,0.5072599
55,20,90,0,0.15,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-4.02781,0.00010,14.23444,8.42400,0.00010,27.13221,-1.24154,1.00000,6.62018,-11.01434,1.00000,20.72400,0.00000,-0.19021,0.00000,0.98174,0.00000,-0.47662,0.00000,0.87911,0.7404247,9.434749,0,0,193.4028,194.45030,0.00000,196.0845,0.1073555,0.4702311
56,20,90,0,0.15,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-1.89885,0.00010,6.27933,-14.67434,0.00010,29.41991,-0.65938,1.00000,7.43372,-2.49640,1.00000,16.20088,0.00000,-0.09249,0.00000,0.99571,0.00000,-0.11586,0.00000,0.99327,2.697135,3.763397,1,0,196.7811,197.83550,198.91800,198.918,0.1946655,0.4241395
57,20,90,0,0.075,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-2.04256,0.00010,9.74918,-3.84616,0.00010,19.71390,-0.71485,1.00000,8.10170,-14.02027,1.00000,17.70770,0.00000,-0.13395,0.00000,0.99099,0.00000,-0.61309,0.00000,0.79001,1.613846,7.377429,0,0,199.5406,200.68080,0.00000,202.3917,0.1827389,0.5027187
58,20,90,0,0.075,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-0.88736,0.00010,9.70630,-13.08435,0.00010,25.02552,2.29757,1.00000,10.81097,-10.89258,1.00000,23.14490,0.00000,0.22120,0.00000,0.97523,0.00000,-0.66447,0.00000,0.74732,3.830736,3.821919,1,0,203.1044,204.50190,207.16330,207.1633,0.3052841,0.4169436
59,20,90,0,0.15,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,4.18490,0.00010,14.14451,-14.21894,0.00010,21.26278,-0.67445,1.00000,11.70022,7.33605,1.00000,25.99024,0.00000,-0.06910,0.00000,0.99761,0.00000,0.56567,0.00000,0.82463,4.255438,2.483769,1,0,207.7829,209.19640,210.94740,210.9474,0.3699622,0.5322381
