n,max_v,max_w,ffv,onDuration,PosX0,PosY0,PosZ0,RotX0,RotY0,RotZ0,RotW0,ffX0,ffY0,ffZ0,ffX1,ffY1,ffZ1,pCheckX0,pCheckY0,pCheckZ0,pCheckX1,pCheckY1,pCheckZ1,rCheckX0,rCheckY0,rCheckZ0,rCheckW0,rCheckX1,rCheckY1,rCheckZ1,rCheckW1,distToFF0,distToFF1,rewarded,timeout,beginTime,checkTime0,checkTime1,endTime,checkWait,interWait
11,20,90,0,0.15,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,5.85747,0.00010,12.01299,-14.75397,0.00010,29.41122,1.50868,1.00000,7.68880,-14.95901,1.00000,31.97206,0.00000,0.20132,0.00000,0.97953,0.00000,-0.44440,0.00000,0.89583,6.132754,2.569038,1,0,38.83144,39.81347,42.39495,42.39496,0.1224862,0.4738569
12,20,90,0,0.075,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-3.67832,0.00010,13.11940,15.43785,0.00010,26.90506,-0.11077,1.00000,9.39492,19.50497,1.00000,20.52770,0.00000,0.02620,0.00000,0.99966,0.00000,0.75948,0.00000,0.65053,5.157439,7.563878,0,0,43.1242,44.42485,0.00000,46.59673,0.3069966,0.5191231
13,20,90,0,0.075,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-0.46240,0.00010,14.94753,-2.35617,0.00010,37.19970,-0.86199,1.00000,15.00471,-2.18985,1.00000,38.58102,0.00000,-0.06539,0.00000,0.99786,0.00000,0.02786,0.00000,0.99961,0.4036579,1.391302,1,0,47.17469,48.62547,50.53294,50.53295,0.2164995,0.5094048
14,20,90,0,3.335836,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,5.06326,0.00010,11.71798,13.63453,0.00010,24.98405,3.96284,1.00000,9.50737,26.45607,1.00000,29.45469,0.00000,0.35575,0.00000,0.93458,0.00000,0.45816,0.00000,0.88887,2.469357,13.5786,0,0,51.10648,52.38357,0.00000,54.72056,0.1255447,0.438829
15,20,90,0,3.358261,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-1.32488,0.00010,9.77908,-3.27893,0.00010,24.20628,-0.69954,1.00000,7.79952,-2.77319,1.00000,23.43814,0.00000,-0.06588,0.00000,0.99783,0.00000,-0.06548,0.00000,0.99785,2.075988,0.9196817,1,0,55.20985,56.38126,57.92473,57.92474,0.1088042,0.4390234
16,20,90,0,0.15,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.08250,0.00010,12.13037,1.79038,0.00010,39.31290,0.61158,1.00000,13.36686,2.55045,1.00000,32.69531,0.00000,0.05158,0.00000,0.99867,0.00000,0.04710,0.00000,0.99889,1.323132,6.661099,0,0,58.60827,59.79849,0.00000,61.74491,0.2240374,0.5872267
17,20,90,0,0.15,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-6.08963,0.00010,13.47612,-11.80340,0.00010,25.11532,-5.00176,1.00000,13.20379,-10.94618,1.00000,22.87138,0.00000,-0.26711,0.00000,0.96367,0.00000,-0.27953,0.00000,0.96014,1.121435,2.402105,1,0,62.53322,64.01030,65.12098,65.12099,0.3009069,0.5118324
18,20,90,0,0.075,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.18447,0.00010,7.78801,5.51866,0.00010,20.19808,1.43817,1.00000,8.35354,9.51290,1.00000,20.98764,0.00000,0.20225,0.00000,0.97933,0.00000,0.30507,0.00000,0.95233,0.6198283,4.071537,1,0,65.79898,66.77128,68.00380,68.00381,0.2352693,0.4215069
19,20,90,0,0.075,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,2.01680,0.00010,11.67336,-1.18078,0.00010,31.58245,0.55454,1.00000,7.62229,-1.00462,1.00000,26.33641,0.00000,0.07443,0.00000,0.99723,0.00000,-0.11836,0.00000,0.99297,4.306899,5.248997,1,0,68.67668,69.74792,71.13390,71.13391,0.3823626,0.5884278
20,20,90,0,0.15,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-4.53285,0.00010,9.11955,-11.63382,0.00010,29.08306,-2.72452,1.00000,10.63813,-12.76250,1.00000,31.42133,0.00000,-0.23691,0.00000,0.97153,0.00000,-0.22169,0.00000,0.97512,2.361381,2.596421,1,0,71.78461,72.99876,74.80621,74.80624,0.2097085,0.5146328
21,20,90,0,0.075,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-4.53560,0.00010,12.06226,4.46439,0.00010,28.61414,-2.38963,1.00000,12.64211,3.53063,1.00000,25.93549,0.00000,-0.11247,0.00000,0.99365,0.00000,0.30318,0.00000,0.95293,2.222935,2.836734,1,0,75.47783,76.89392,78.58482,78.58483,0.1278041,0.5208939
22,20,90,0,0.075,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,3.99789,0.00010,11.60644,8.43085,0.00010,35.82476,3.00361,1.00000,12.17389,10.51844,1.00000,30.42508,0.00000,0.25775,0.00000,0.96621,0.00000,0.03633,0.00000,0.99934,1.144814,5.789177,1,0,79.16415,80.42345,82.05913,82.05914,0.1465768,0.4542994
23,20,90,0,3.085623,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-4.12393,0.00010,9.31759,12.72340,0.00010,29.97883,-2.46087,1.00000,7.82619,12.08678,1.00000,17.34978,0.00000,-0.28402,0.00000,0.95882,0.00000,0.75712,0.00000,0.65328,2.233842,12.64509,0,0,82.55658,85.03652,0.00000,87.74375,0.1524621,0.5009304
24,20,90,0,3.107002,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,5.63973,0.00010,10.78753,5.89892,0.00010,38.87288,1.88182,1.00000,9.87450,5.16956,1.00000,36.32803,0.00000,0.26104,0.00000,0.96533,0.00000,0.09417,0.00000,0.99556,3.867241,2.647312,1,0,88.4944,89.70340,91.85814,91.85818,0.1437923,0.5470098
25,20,90,0,0.075,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.19810,0.00010,14.49342,-13.43413,0.00010,35.17293,-0.50975,1.00000,14.40820,-13.87252,1.00000,32.76274,0.00000,-0.03926,0.00000,0.99923,0.00000,-0.41118,0.00000,0.91155,1.709968,2.449739,1,0,92.46024,93.85389,95.89649,95.8965,0.3261465,0.5447633
26,20,90,0,0.15,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-2.32926,0.00010,8.91231,4.24978,0.00010,24.14494,-1.53255,1.00000,8.96869,4.69253,1.00000,24.33765,0.00000,-0.07153,0.00000,0.99744,0.00000,0.24421,0.00000,0.96972,0.798708,0.4828703,1,0,96.48488,97.65254,99.23918,99.2392,0.1874685,0.4960613
27,20,90,0,0.075,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-5.83383,0.00010,12.90168,3.47749,0.00010,25.78750,-4.38787,1.00000,13.19207,3.53277,1.00000,29.18278,0.00000,-0.20246,0.00000,0.97929,0.00000,0.56900,0.00000,0.82234,1.474829,3.395725,1,0,99.96777,101.26530,103.13730,103.1373,0.1956859,0.5845727
28,20,90,0,0.075,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.73370,0.00010,13.10226,0.61375,0.00010,38.52095,0.12791,1.00000,14.02976,1.49325,1.00000,34.95144,0.00000,0.01732,0.00000,0.99985,0.00000,0.08646,0.00000,0.99626,1.107808,3.676262,1,0,103.8736,105.25980,106.91420,106.9142,0.2132642,0.5721598
29,20,90,0,2.71401,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,2.58331,0.00010,13.01658,3.36565,0.00010,23.33551,0.54312,1.00000,9.89984,2.85400,1.00000,24.16403,0.00000,0.06905,0.00000,0.99761,0.00000,0.12959,0.00000,0.99157,3.725103,0.9737737,1,0,107.7014,108.62720,109.86410,109.8641,0.1008568,0.5884538
30,20,90,0,2.754318,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-0.57148,0.00010,10.10163,16.53477,0.00010,34.23997,0.00994,1.00000,7.89817,14.74521,1.00000,29.55483,0.00000,0.01131,0.00000,0.99994,0.00000,0.47142,0.00000,0.88191,2.27888,5.015283,1,0,110.7153,111.63170,113.57260,113.5726,0.224202,0.596765
31,20,90,0,0.075,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,5.06241,0.00010,11.36057,-4.43992,0.00010,37.85732,3.14597,1.00000,10.88403,-4.00805,1.00000,36.80170,0.00000,0.25859,0.00000,0.96599,0.00000,-0.30308,0.00000,0.95297,1.974802,1.140542,1,0,114.2223,115.53400,117.77890,117.7789,0.1236872,0.4114198
32,20,90,0,0.15,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,3.22881,0.00010,8.37958,-9.78279,0.00010,33.72786,1.71092,1.00000,7.99278,-10.30826,1.00000,34.11494,0.00000,0.19730,0.00000,0.98034,0.00000,-0.42389,0.00000,0.90571,1.5664,0.6526449,1,0,118.2345,119.27260,121.65070,121.6507,0.3873003,0.5584555
33,20,90,0,0.15,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,2.94018,0.00010,8.88337,-9.25623,0.00010,28.70745,1.64729,1.00000,7.72528,-6.69146,1.00000,34.19366,0.00000,0.18899,0.00000,0.98198,0.00000,-0.23103,0.00000,0.97295,1.735724,6.056118,1,0,122.4711,123.59380,125.93770,125.9377,0.1984541,0.4297109
34,20,90,0,0.075,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-0.37758,0.00010,14.31208,8.25448,0.00010,33.57718,-0.00377,1.00000,13.57393,12.58944,1.00000,32.27356,0.00000,0.02251,0.00000,0.99975,0.00000,0.44831,0.00000,0.89388,0.8274041,4.526732,1,0,126.4886,127.97280,129.88060,129.8807,0.3292803,0.5961954
35,20,90,0,3.533293,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,6.57892,0.00010,12.44052,-7.40609,0.00010,34.05104,3.74037,1.00000,10.15171,-5.41491,1.00000,34.20270,0.00000,0.35566,0.00000,0.93462,0.00000,-0.47633,0.00000,0.87927,3.646367,1.996945,1,0,130.6909,132.14720,134.37820,134.3782,0.3138841,0.4908126
36,20,90,0,3.556686,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-2.47442,0.00010,11.09976,-1.86371,0.00010,36.07324,-1.68102,1.00000,12.99665,-1.28592,1.00000,35.69648,0.00000,-0.03449,0.00000,0.99941,0.00000,0.13394,0.00000,0.99099,2.056131,0.689776,1,0,135.0435,136.35780,138.47930,138.4793,0.12317,0.4759844
37,20,90,0,3.392683,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-0.59079,0.00010,10.86853,9.05765,0.00010,35.84750,-0.17368,1.00000,9.03814,7.88482,1.00000,36.79084,0.00000,0.02327,0.00000,0.99973,0.00000,0.23821,0.00000,0.97121,1.877321,1.505128,1,0,139.2092,140.35480,142.75930,142.7593,0.1446155,0.4338369
38,20,90,0,3.416199,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-1.56293,0.00010,13.60499,5.88076,0.00010,31.30700,-1.14350,1.00000,12.31612,6.81214,1.00000,30.83317,0.00000,-0.04309,0.00000,0.99907,0.00000,0.35117,0.00000,0.93631,1.355397,1.044975,1,0,143.4436,144.67750,146.48340,146.4835,0.3888253,0.506777
39,20,90,0,0.075,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,5.95557,0.00010,12.83445,12.28946,0.00010,36.63654,4.75489,1.00000,11.89598,17.92610,1.00000,33.95407,0.00000,0.34460,0.00000,0.93875,0.00000,0.23338,0.00000,0.97239,1.523929,6.242375,1,0,147.2495,148.70400,150.82640,150.8264,0.2847556,0.4123446
40,20,90,0,0.075,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.47616,0.00010,14.08578,9.54301,0.00010,29.65328,0.07669,1.00000,11.34592,9.57684,1.00000,25.94554,0.00000,0.02118,0.00000,0.99978,0.00000,0.44396,0.00000,0.89605,2.768834,3.707895,1,0,151.4018,152.68190,154.18770,154.1877,0.3686032,0.4765841
41,20,90,0,0.15,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.26550,0.00010,9.46457,-1.94186,0.00010,28.46424,-0.20813,1.00000,9.77897,-1.27237,1.00000,26.69699,0.00000,-0.02218,0.00000,0.99975,0.00000,-0.02593,0.00000,0.99966,0.5684808,1.889816,1,0,154.707,155.84840,157.26650,157.2665,0.2032906,0.4319375
42,20,90,0,3.41577,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-1.02726,0.00010,5.91258,-4.67816,0.00010,28.04950,-0.41293,1.00000,5.76158,-4.23707,1.00000,29.24001,0.00000,-0.07298,0.00000,0.99733,0.00000,-0.08505,0.00000,0.99638,0.6326141,1.269595,1,0,157.9278,158.84390,160.86730,160.8673,0.3868144,0.4451303
43,20,90,0,3.43576,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.58220,0.00010,14.92889,-12.10579,0.00010,37.69065,-0.72795,1.00000,12.36990,-7.33792,1.00000,31.61670,0.00000,-0.05648,0.00000,0.99840,0.00000,-0.23285,0.00000,0.97251,2.874873,7.721749,0,0,161.4325,162.79050,0.00000,164.5207,0.1724607,0.5822634
44,20,90,0,0.15,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,5.25205,0.00010,10.08175,-15.01413,0.00010,34.57642,1.49923,1.00000,7.19269,-8.91368,1.00000,30.83074,0.00000,0.21144,0.00000,0.97739,0.00000,-0.35465,0.00000,0.93500,4.736072,7.158599,0,0,165.3759,166.34170,0.00000,168.7516,0.1731312,0.4201073
45,20,90,0,0.075,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-1.33873,0.00010,13.00866,4.68061,0.00010,18.12330,-0.47549,1.00000,10.76698,3.79352,1.00000,18.71764,0.00000,0.03533,0.00000,0.99938,0.00000,0.44416,0.00000,0.89595,2.402145,1.067794,1,0,169.386,170.69520,171.89430,171.8944,0.1150141,0.4656775
46,20,90,0,0.075,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,2.41837,0.00010,12.98723,-13.90012,0.00010,29.27425,0.86495,1.00000,11.68392,-16.90696,1.00000,28.99081,0.00000,0.05414,0.00000,0.99853,0.00000,-0.54703,0.00000,0.83711,2.027733,3.020165,1,0,172.4759,173.69430,175.70350,175.7035,0.1183581,0.5746424
47,20,90,0,0.15,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-3.19211,0.00010,13.85960,11.19225,0.00010,38.35573,-1.06780,1.00000,12.05876,11.40506,1.00000,29.01929,0.00000,-0.04547,0.00000,0.99897,0.00000,0.47589,0.00000,0.87950,2.784909,9.338872,0,0,176.4772,177.76940,0.00000,179.6094,0.3089392,0.5057549
48,20,90,0,0.15,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-0.78605,0.00010,9.11824,-9.74768,0.00010,37.48656,-0.61717,1.00000,8.63705,-5.32343,1.00000,29.46681,0.00000,-0.06588,0.00000,0.99783,0.00000,-0.11665,0.00000,0.99317,0.5099618,9.159167,0,0,180.1707,181.40630,0.00000,183.3565,0.1466191,0.5757835
49,20,90,0,0.075,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-0.76889,0.00010,13.96479,11.19046,0.00010,25.03041,0.40953,1.00000,14.44188,11.39218,1.00000,25.38576,0.00000,0.05644,0.00000,0.99841,0.00000,0.63845,0.00000,0.76966,1.271334,0.4086126,1,0,183.9884,185.45300,186.82090,186.821,0.3224368,0.5549272
50,20,90,0,0.15,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-1.12116,0.00010,14.38545,13.23273,0.00010,30.51504,-0.41499,1.00000,11.69209,17.53684,1.00000,27.25789,0.00000,-0.01330,0.00000,0.99991,0.00000,0.70229,0.00000,0.71189,2.78439,5.397626,1,0,187.632,188.89290,190.85330,190.8534,0.2682658,0.4914805
51,20,90,0,0.075,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-5.05970,0.00010,10.24919,10.65716,0.00010,25.35616,-1.87008,1.00000,8.81024,14.69447,1.00000,28.17076,0.00000,-0.18359,0.00000,0.98300,0.00000,0.64621,0.00000,0.76316,3.499178,4.921565,1,0,191.4018,192.47910,194.65360,194.6536,0.1043052,0.5728395
52,20,90,0,2.468153,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-6.33452,0.00010,13.08372,-12.17922,0.00010,28.66477,-6.18006,1.00000,13.36697,-13.02660,1.00000,29.19461,0.00000,-0.25962,0.00000,0.96571,0.00000,-0.05489,0.00000,0.99849,0.322621,0.9993939,1,0,195.4822,196.92050,198.50480,198.5048,0.3358289,0.5236233
53,20,90,0,2.508408,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-0.92663,0.00010,12.37902,13.62966,0.00010,26.81455,0.22455,1.00000,10.85159,12.03671,1.00000,22.51646,0.00000,0.05621,0.00000,0.99842,0.00000,0.63945,0.00000,0.76883,1.912656,4.583779,1,0,199.2095,200.39550,202.13610,202.1361,0.1301784,0.5857683
54,20,90,0,0.15,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-6.12465,0.00010,10.85085,-8.81255,0.00010,37.38884,-5.42829,1.00000,12.17586,-12.01008,1.00000,33.50652,0.00000,-0.34715,0.00000,0.93781,0.00000,-0.03172,0.00000,0.99950,1.496854,5.029583,1,0,202.8219,204.20500,206.08970,206.0897,0.1197468,0.5331672
55,20,90,0,0.15,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.47654,0.00010,10.68610,-6.09742,0.00010,25.45329,-0.10486,1.00000,7.20454,-6.99545,1.00000,31.28983,0.00000,-0.00794,0.00000,0.99997,0.00000,-0.19875,0.00000,0.98005,3.823892,5.905215,1,0,206.7051,207.69800,209.90840,209.9084,0.1852345,0.4861912
56,20,90,0,0.15,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-0.99616,0.00010,13.42223,3.31913,0.00010,36.82711,-0.73566,1.00000,13.05783,5.29761,1.00000,30.13289,0.00000,0.04356,0.00000,0.99905,0.00000,0.24152,0.00000,0.97039,0.4479447,6.98047,0,0,210.656,212.09800,0.00000,213.8476,0.1684939,0.583806
57,20,90,0,2.813658,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,3.58001,0.00010,7.40934,16.33043,0.00010,32.76248,2.39273,1.00000,7.94250,22.53594,1.00000,26.25000,0.00000,0.29209,0.00000,0.95639,0.00000,0.51586,0.00000,0.85667,1.301496,8.995598,0,0,214.4858,215.59040,0.00000,217.8994,0.1268306,0.4943621
58,20,90,0,2.83255,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,6.06143,0.00010,13.67049,-4.09016,0.00010,39.26472,3.41148,1.00000,13.04762,-4.22062,1.00000,38.30110,0.00000,0.11070,0.00000,0.99385,0.00000,-0.20854,0.00000,0.97801,2.722171,0.972407,1,0,218.4505,220.11780,222.25170,222.2517,0.1428523,0.5186331
59,20,90,0,0.15,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.61615,0.00010,5.23922,-13.50534,0.00010,24.63010,-0.00704,1.00000,5.00079,-16.34243,1.00000,31.16803,0.00000,-0.00220,0.00000,1.00000,0.00000,-0.32522,0.00000,0.94564,1.640605,7.12696,0,0,223.0551,223.86170,0.00000,226.3764,0.1233714,0.4357724
60,20,90,0,0.15,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-3.62412,0.00010,11.49133,-13.99358,0.00010,37.07808,-4.30856,1.00000,12.48469,-15.02272,1.00000,33.73623,0.00000,-0.23137,0.00000,0.97287,0.00000,-0.23137,0.00000,0.97287,1.206317,3.496728,1,0,226.8594,228.17630,230.16180,230.1618,0.3099427,0.5720943
61,20,90,0,2.985029,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-0.22224,0.00010,13.66296,-4.25787,0.00010,30.38354,-0.36765,1.00000,10.19605,-1.93419,1.00000,29.89745,0.00000,-0.00637,0.00000,0.99998,0.00000,-0.01935,0.00000,0.99981,3.469959,2.373976,1,0,230.7891,232.07100,233.97670,233.9767,0.2606032,0.570878
62,20,90,0,3.022583,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-6.09067,0.00010,10.75216,9.00317,0.00010,27.59260,-3.40107,1.00000,12.33544,9.27297,1.00000,28.34745,0.00000,-0.20499,0.00000,0.97876,0.00000,0.75068,0.00000,0.66067,3.121019,0.8016135,1,0,234.6098,235.95140,237.89740,237.8974,0.1376974,0.4992954
63,20,90,0,0.15,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.26997,0.00010,8.40079,11.04984,0.00010,35.43872,0.85507,1.00000,7.05691,12.83591,1.00000,31.62572,0.00000,0.12175,0.00000,0.99256,0.00000,0.25675,0.00000,0.96648,1.406466,4.210583,1,0,238.5516,239.53020,241.63870,241.6387,0.3078909,0.6010786
64,20,90,0,0.15,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.14396,0.00010,10.85337,-2.63932,0.00010,19.42078,-0.31489,1.00000,8.32702,-1.90121,1.00000,16.75288,0.00000,-0.04216,0.00000,0.99911,0.00000,-0.11996,0.00000,0.99278,2.567685,2.768126,1,0,242.4958,243.39200,244.40400,244.404,0.2902071,0.5896359
65,20,90,0,0.075,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,3.87839,0.00010,7.58735,1.45306,0.00010,34.89598,0.28244,1.00000,3.70192,2.34131,1.00000,27.52218,0.00000,0.08066,0.00000,0.99674,0.00000,0.01482,0.00000,0.99989,5.294094,7.427107,0,0,245.2562,246.14910,0.00000,248.2075,0.1032235,0.5739112
66,20,90,0,0.15,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,4.05428,0.00010,7.83776,13.59067,0.00010,33.17701,1.89944,1.00000,7.92983,18.40957,1.00000,31.84770,0.00000,0.24448,0.00000,0.96966,0.00000,0.35276,0.00000,0.93571,2.156798,4.998885,1,0,248.9368,250.05830,252.18000,252.1801,0.1671889,0.4518686
