TrialNum,TrialTime,Phase,OnOff,PosX,PosY,PosZ,RotX,RotY,RotZ,RotW,CleanLinearVelocity,CleanAngularVelocity,FFX,FFY,FFZ,FFV,GazeX,GazeY,GazeZ,GazeX0,GazeY0,GazeZ0,HitX,HitY,HitZ,ConvergeDist,LeftPupilDiam,RightPupilDiam,LeftOpen,RightOpen
0,8.561546,0,0,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0,0,0.00000000,0.00010000,0.50000000,0,-0.01766968,-0.07737732,0.9968414,0,1,0,0.22833230,0.00000000,12.88267000,12.92363,3.218964,2.949829,0,0
0,8.642874,0,0,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0,0,0.00000000,0.00010000,0.50000000,0,-0.0025177,-0.03486633,0.9993744,0,1,0,0.07214493,0.00000000,28.66251000,28.68055,3.311935,3.386185,0,0
0,8.651069,0,0,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0,0,0.00000000,0.00010000,0.50000000,0,-0.014328,-0.04420471,0.9989166,0,1,0,0.32439450,0.00000000,22.59960000,22.62195,3.24855,3.486572,0,0
0,8.668959,0,0,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0,0,0.00000000,0.00010000,0.50000000,0,-0.01060486,-0.0447998,0.9989319,0,1,0,0.23681950,0.00000000,22.29849000,22.32135,3.226746,3.467255,0,0
0,8.686802,0,0,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0,0,0.00000000,0.00010000,0.50000000,0,-0.007339478,-0.02832031,0.9995575,0,1,0,0.25816910,0.00000000,35.28695000,35.30984,3.222443,3.418762,0,0
0,8.697743,0,0,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0,0,0.00000000,0.00010000,0.50000000,0,-0.01042175,-0.01779175,0.9997864,0,1,0,0.46386710,0.20809790,44.50000000,44.50946,3.319916,3.474167,0,0
0,8.711699,0,0,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0,0,0.00000000,0.00010000,0.50000000,0,-0.01042175,-0.01779175,0.9997864,0,1,0,0.46386710,0.20809790,44.50000000,44.50946,3.319916,3.474167,0,0
0,8.723673,0,0,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0,0,0.00000000,0.00010000,0.50000000,0,0.02049255,-0.04257202,0.9988708,0,1,0,-0.48136210,0.00000000,23.46225000,23.48932,3.224945,3.229935,0,0
0,8.733678,0,0,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0,0,0.00000000,0.00010000,0.50000000,0,0.006652832,-0.104599,0.9944916,0,1,0,-0.06360321,0.00000000,9.51096300,9.560315,2.922653,2.893982,0,0
0,8.748623,0,0,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0,0,0.00000000,0.00010000,0.50000000,0,-1,-1,-1,0,1,0,1.00007200,0.00000000,-1.00000000,1.732051,-1,-1,0,0
0,8.760554,0,0,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0,0,0.00000000,0.00010000,0.50000000,0,-1,-1,-1,0,1,0,1.00007200,0.00000000,-1.00000000,1.732051,-1,-1,0,0
0,8.777539,0,0,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0,0,0.00000000,0.00010000,0.50000000,0,-1,-1,-1,0,1,0,1.00007200,0.00000000,-1.00000000,1.732051,-1,-1,0,0
0,8.790488,0,0,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0,0,0.00000000,0.00010000,0.50000000,0,-1,-1,-1,0,1,0,1.00007200,0.00000000,-1.00000000,1.732051,-1,-1,0,0
0,8.806409,0,0,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0,0,0.00000000,0.00010000,0.50000000,0,-1,-1,-1,0,1,0,1.00007200,0.00000000,-1.00000000,1.732051,-1,-1,0,0
0,8.817623,0,0,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0,0,0.00000000,0.00010000,0.50000000,0,-1,-1,-1,0,1,0,1.00007200,0.00000000,-1.00000000,1.732051,-1,-1,0,0
0,8.833526,0,0,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0,0,0.00000000,0.00010000,0.50000000,0,-1,-1,-1,0,1,0,1.00007200,0.00000000,-1.00000000,1.732051,-1,-1,0,0
0,8.84444,0,0,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0,0,0.00000000,0.00010000,0.50000000,0,-0.01242065,-0.1315918,0.9912109,0,1,0,0.09482688,0.00000000,7.53591300,7.599144,2.886734,2.568512,0,0
0,8.856435,0,0,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0,0,0.00000000,0.00010000,0.50000000,0,0.00453186,-0.05737305,0.9983368,0,1,0,-0.07898936,0.00000000,17.39819000,17.42969,3.123276,2.914017,0,0
1,8.88338,0,0,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0,0,0.00000000,-0.99990000,0.50000000,0,0,-0.0001525879,1,0,1,0,0.00000000,0.99320980,44.50000000,44.5,3.176636,3.361176,0,0
1,8.89522,0,0,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0,0,0.00000000,-0.99990000,0.50000000,0,-0.01530457,-0.001022339,0.9998779,0,1,0,0.68687620,0.95411690,44.87500000,44.88028,3.276489,3.368378,0,0
1,8.91072,0,0,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0,0,0.00000000,-0.99990000,0.50000000,0,-0.02999878,-0.004562378,0.999527,0,1,0,1.34683200,0.79516640,44.87500000,44.89568,3.261551,3.466812,0,0
1,8.925739,0,0,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0,0,0.00000000,-0.99990000,0.50000000,0,-0.02362061,-0.001541138,0.9997101,0,1,0,1.06028200,0.93082140,44.87500000,44.88758,3.297226,3.571991,0,0
1,8.941646,0,0,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0,0,0.00000000,-0.99990000,0.50000000,0,-0.01152039,0.0001373291,0.9999237,0,1,0,0.51701670,1.00616300,44.87500000,44.87798,3.276215,3.442627,0,0
1,8.956616,0,0,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0,0,0.00000000,-0.99990000,0.50000000,0,-0.02119446,0.003112793,0.9997559,0,1,0,0.95133360,1.13972100,44.87500000,44.8853,3.272324,3.49118,0,0
1,8.975556,0,0,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0,0,0.00000000,-0.99990000,0.50000000,0,-0.02970886,0.01104736,0.9994965,0,1,0,1.33385700,1.49600000,44.87500000,44.89756,3.207916,3.538208,0,0
1,8.985723,0,0,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0,0,0.00000000,-0.99990000,0.50000000,0,-0.02970886,0.01104736,0.9994965,0,1,0,1.33385700,1.49600000,44.87500000,44.89756,3.207916,3.538208,0,0
1,8.997488,1,0,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0,0,0.00000000,-0.99990000,0.50000000,0,-0.03178406,0.02276611,0.9992218,0,1,0,0.00000000,0.00000000,0.00000000,Infinity,3.308853,3.587219,0,0
1,9.023424,1,0,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0,0,0.00000000,-0.99990000,0.50000000,0,-0.02378845,0.01011658,0.9996643,0,1,0,1.06786500,1.45413400,44.87500000,44.89,3.302521,3.493515,0,0
1,9.034379,1,0,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0,0,0.00000000,-0.99990000,0.50000000,0,-0.02378845,0.01011658,0.9996643,0,1,0,1.06786500,1.45413400,44.87500000,44.89,3.302521,3.493515,0,0
1,9.049332,1,0,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0,0,0.00000000,-0.99990000,0.50000000,0,-0.01651001,0.007720947,0.9998322,0,1,0,0.74101100,1.34653600,44.87500000,44.88245,3.280869,3.363388,0,0
1,9.060288,1,0,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0,0,0.00000000,-0.99990000,0.50000000,0,-0.01821899,0.009933472,0.9997711,0,1,0,0.81776450,1.44586700,44.87500000,44.88467,3.265793,3.492386,0,0
1,9.07626,1,0,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0,0,0.00000000,-0.99990000,0.50000000,0,-0.01683044,0.00730896,0.9998169,0,1,0,0.75540450,1.32805000,44.87500000,44.88256,3.267654,3.394211,0,0
1,9.088791,1,0,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0,0,0.00000000,-0.99990000,0.50000000,0,-0.02006531,0.00553894,0.9997711,0,1,0,0.90063690,1.24861700,44.87500000,44.88472,3.283859,3.356628,0,0
1,9.099982,1,0,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0,0,0.00000000,-0.99990000,0.50000000,0,-0.03141785,0.01560974,0.9993744,0,1,0,1.41075800,1.70092600,44.87500000,44.90264,3.265305,3.527557,0,0
1,9.117765,1,0,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0,0,0.00000000,-0.99990000,0.50000000,0,-0.0236969,0.007446289,0.9996796,0,1,0,1.06373900,1.33425900,44.87500000,44.88885,3.255615,3.482834,0,0
1,9.13165,1,0,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0,0,0.00000000,-0.99990000,0.50000000,0,-0.03131104,0.0110321,0.9994354,0,1,0,1.40587600,1.49534500,44.87500000,44.89975,3.238831,3.490204,0,0
1,9.146576,1,0,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0,0,0.00000000,-0.99990000,0.50000000,0,-0.03617859,0.0138092,0.9992371,0,1,0,1.62475400,1.62016100,44.87500000,44.90868,3.257782,3.514938,0,0
1,9.161598,1,0,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0,0,0.00000000,-0.99990000,0.50000000,0,-0.03135681,-0.001907349,0.9994965,0,1,0,1.40784600,0.91436460,44.87500000,44.89716,3.247604,3.506393,0,0
1,9.177525,1,0,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0,0,0.00000000,-0.99990000,0.50000000,0,-0.02876282,-0.005508423,0.9995575,0,1,0,1.29130300,0.75270010,44.87500000,44.89426,3.271301,3.495682,1,1
1,9.191515,1,0,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0,0,0.00000000,-0.99990000,0.50000000,0,-0.02601624,-0.009658813,0.9996033,0,1,0,1.16794200,0.56638870,44.87500000,44.89229,3.240768,3.486557,1,1
1,9.208488,1,0,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0,0,0.00000000,-0.99990000,0.50000000,0,-0.02642822,-0.01121521,0.9995728,0,1,0,1.18647300,0.49650230,44.87500000,44.89351,3.239731,3.480972,1,1
